codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao
902328,,90,-22.838843,-43.240322,2025-02-20 12:43:13,0.0,,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],62030.6,136,1
902449,,31,-22.854704,-43.251622,2025-02-20 12:43:16,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],34665.1,262,0
902303,,51,-22.98143,-43.409781,2025-02-20 12:42:54,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],64307.7,41,1
902315,,52,-22.850099,-43.39799,2025-02-20 10:18:55,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],70645.2,212,1
902304,,60,-22.848695,-43.247214,2025-02-20 12:42:48,58.7,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],76709.3,174,1
902306,,51,-22.963486,-43.394135,2025-02-20 12:42:55,19.0,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],61362.1,223,1
902307,,61,-22.840393,-43.239787,2025-02-20 12:42:54,0.0,,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],62426.5,232,1
902364,,61,-22.852736,-43.383007,2025-02-20 12:42:55,26.3,,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],55594.7,187,1
902414,,61,-22.8202,-43.324881,2025-02-20 12:22:38,0.0,,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],63488.9,309,0
902312,,0,-23.000988,-43.365039,2025-02-20 12:38:52,0.0,,,,64192.7, ,0
902362,,0,-23.00089,-43.365195,2025-02-20 12:16:11,0.0,,,,59364.1,138,0
Etios KYO8080,KYO8080,0,-22.865316,-43.422488,2025-02-20 12:43:14,58.6,,,,44214.7,258,1
902127,,13,-23.000551,-43.386368,2025-02-20 12:42:56,49.2,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],123335.6,90,1
902454,,31,-23.002217,-43.366251,2025-02-20 12:36:02,0.0,,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],61675.9, ,0
902439,,46,-22.860105,-43.329761,2025-02-20 12:42:55,57.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],46816.9,189,1
901100,,67,-22.853528,-43.384084,2025-02-20 12:42:50,0.0,,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],2092.199,268,1
902445,,90,-22.854685,-43.251647,2025-02-20 12:35:57,0.0,,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],62933.1,257,0
902353,,0,-22.889246,-43.22065,2025-02-20 12:43:01,54.3,,,,2001.4,271,1
902316,,61,-22.8539,-43.384515,2025-02-20 12:43:01,5.4,,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],65089.5,111,1
902145,,10,-23.009777,-43.539606,2025-02-20 12:43:01,53.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],190211.4,126,1
902354,,51,-22.971194,-43.401208,2025-02-20 12:43:14,34.9,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],29394.8,221,1
902149,,13,-23.000819,-43.366328,2025-02-20 12:42:56,0.0,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],100309.6, ,1
902317,,0,-22.850092,-43.397913,2025-02-20 09:13:27,0.0,,,,70995.5,355,1
902214,,15,-23.000766,-43.365943,2025-02-20 12:43:15,0.0,,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],123161.6, ,1
902443,,22,-23.000952,-43.365035,2025-02-20 12:42:55,17.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],35280.3,267,1
902136,,10,-22.920811,-43.680799,2025-02-20 12:43:08,10.2,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],124593.1,318,1
902142,,22,-23.006755,-43.312619,2025-02-20 12:43:10,0.0,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],120897.7,45,1
902143,,10,-22.919833,-43.607332,2025-02-20 12:42:57,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2938.2, ,1
902301,,60,-22.85413,-43.383955,2025-02-20 12:43:01,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],71618.8,115,1
902329,,60,-22.898354,-43.211872,2025-02-20 12:43:17,0.0,,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],72877.3,133,1
902456,,90,-22.854718,-43.251927,2025-01-06 14:36:36,0.0,,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],24125.3,159,0
902148,,12,-23.021124,-43.494618,2025-02-20 12:43:13,43.1,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],148108.3,85,1
902139,,10,-23.001536,-43.574116,2025-02-20 12:43:04,59.7,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],132909.0,284,1
902165,,25,-23.00027,-43.40036,2025-02-20 12:43:00,59.1,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2208.0,93,1
902135,,13,-22.918444,-43.607088,2025-02-20 12:23:53,0.0,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],238815.5, ,0
902134,,18,-23.00668,-43.313854,2025-02-20 12:14:21,0.0,,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],124621.0,97,0
902124,,0,-22.920072,-43.608273,2025-02-20 12:24:02,0.0,,,,90790.1, ,0
902138,,12,-22.969355,-43.625386,2025-02-20 12:43:02,58.5,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],103703.3,78,1
902161,,13,-22.993124,-43.597498,2025-02-20 12:43:13,0.0,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],70040.9,301,1
902147,,25,-23.000532,-43.382935,2025-02-20 12:42:46,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],5883.6,98,1
902332,,11,-22.849351,-43.3981,2025-02-20 12:43:00,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],61607.3, ,1
902320,,60,-22.899112,-43.21078,2025-02-20 12:43:07,0.0,,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],72285.9,104,1
902322,,61,-22.849698,-43.397583,2025-02-20 12:17:14,0.0,,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],70001.9, ,0
902396,,61,-22.898503,-43.211637,2025-02-20 12:42:57,0.0,,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],3703.3,134,0
902350,,71,-22.820645,-43.325288,2025-02-20 12:27:57,0.0,,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [iDA],3810.2,304,0
902387,,60,-22.85073,-43.384154,2025-02-20 12:43:16,13.7,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],3236.0,314,1
902341,,60,-22.820479,-43.3246,2025-02-20 12:30:47,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],4310.2,225,0
902347,,61,-22.842545,-43.254336,2025-02-08 08:18:41,0.0,,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],44593.5,286,0
902374,,71,-22.818098,-43.308278,2025-02-20 12:43:06,56.2,,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [iDA],1974.5,235,1
902363,,71,-22.820982,-43.32424,2025-02-20 12:43:03,0.0,,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [iDA],3945.5,74,0
902371,,0,-22.839817,-43.240106,2025-02-20 12:13:24,0.0,,,,3577.6,12,0
902400,,60,-22.820227,-43.324557,2025-02-20 12:38:46,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],1482.9,299,0
902408,,61,-22.84793,-43.396555,2025-02-13 03:45:26,0.0,,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],42378.5,54,1
902360,,71,-22.820364,-43.324331,2025-02-20 12:35:17,0.0,,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [iDA],3545.9,297,0
902230,,13,-23.00843,-43.443735,2025-02-20 12:43:00,0.0,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],113574.0,268,1
902197,,25,-23.00051,-43.382109,2025-02-20 12:41:41,32.5,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],143301.3,89,1
902191,,15,-23.001056,-43.365208,2025-02-20 11:27:07,3.7,,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],140430.4,251,1
902201,,18,-23.020711,-43.499915,2025-02-20 12:43:13,0.4,,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],142594.7,108,1
902172,,13,-23.00034,-43.366892,2025-02-20 12:35:23,15.0,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],140571.5,155,1
902179,,15,-23.001072,-43.366001,2025-02-20 11:50:07,22.2,,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],109994.4,268,1
902182,,25,-23.000986,-43.364325,2025-02-20 12:39:48,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],127630.7,215,1
902192,,12,-23.007016,-43.437241,2025-02-20 12:43:13,46.7,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],136121.7,74,1
902188,,25,-23.000956,-43.367982,2025-02-20 12:25:58,17.7,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],135545.7,285,1
902181,,22,-23.006911,-43.312864,2025-02-20 12:23:08,0.0,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],133036.2, ,0
902196,,12,-23.002219,-43.366173,2025-02-20 12:07:51,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],80977.5, ,0
902169,,25,-23.01447,-43.466587,2025-02-20 12:43:01,24.3,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],124570.1,72,1
902183,,10,-22.927786,-43.67727,2025-02-20 12:40:56,20.3,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],142647.4,118,1
902167,,13,-23.021168,-43.496222,2025-02-20 12:43:15,42.6,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],148428.9,91,1
902162,,19,-22.999647,-43.407079,2025-02-20 12:42:57,6.4,,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],117833.5,307,1
902483,,67,-22.848569,-43.397508,2025-02-20 12:43:16,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],2972.4,305,0
902330,,60,-22.820659,-43.325131,2025-02-20 12:31:57,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],3913.0,278,0
902479,,68,-22.875086,-43.462511,2025-02-20 12:42:51,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],1189.8,174,1
902459,,68,-22.85371,-43.384183,2025-02-20 12:43:00,0.0,,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],1736.5,242,1
902356,,71,-22.821141,-43.323307,2025-02-20 12:23:27,33.5,,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [iDA],123619.4,296,1
902345,,60,-22.850145,-43.398178,2025-02-20 12:43:08,0.0,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],3533.1,148,1
902480,,68,-22.85371,-43.383756,2025-02-20 12:42:47,21.7,,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],1158.6,306,1
902470,,67,-22.848516,-43.397524,2025-02-20 12:43:11,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],1757.4,293,0
902465,,68,-22.848463,-43.396331,2025-02-20 12:39:04,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],848.0,11,0
902458,,68,-22.854264,-43.391289,2025-02-20 12:43:15,22.7,,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],1300.5,173,1
902460,,68,-22.87455,-43.462215,2025-02-20 12:43:17,8.6,,ida,68 - BANGU X TERMINAL DEODORO [IDA],1169.1,242,1
902476,,68,-22.869336,-43.450222,2025-02-20 12:42:49,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],1812.4,66,1
902461,,68,-22.86901,-43.437893,2025-02-20 12:43:01,32.1,,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],203.2,274,1
902469,,67,-22.854028,-43.383706,2025-02-20 12:42:54,0.0,,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],2715.5,110,1
902473,,67,-22.861743,-43.447976,2025-02-20 12:43:11,42.1,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],2450.1,100,1
902482,,67,-22.854489,-43.396139,2025-02-20 12:43:17,57.5,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],1951.3,60,1
902310,,60,-22.831909,-43.353002,2025-02-20 12:43:07,43.9,,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],70331.5,67,1
902486,,67,-22.853835,-43.384104,2025-02-20 12:43:10,0.0,,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],1948.3,197,1
902176,,13,-23.000712,-43.366058,2025-02-20 11:41:13,0.0,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],125789.9, ,1
902180,,13,-23.000774,-43.364354,2025-02-20 12:28:55,15.9,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],128080.8,149,1
902164,,10,-22.919986,-43.6085,2025-02-05 22:10:26,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],119984.4, ,0
902160,,25,-23.000988,-43.367209,2025-02-20 12:41:01,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],124907.2,136,1
902174,,10,-22.99729,-43.592369,2025-02-20 12:41:43,49.4,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],124589.4,115,1
902173,,25,-23.000723,-43.364656,2025-02-20 12:29:27,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],149447.6,86,1
902170,,11,-22.92011,-43.60846,2025-01-09 12:29:09,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],53404.5,273,0
902130,,25,-23.004117,-43.427315,2025-02-20 12:43:05,60.1,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],116600.9,70,1
902158,,12,-23.00221,-43.366113,2025-02-20 12:04:14,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],138634.4,222,0
902166,,10,-22.928183,-43.676965,2025-02-20 12:42:36,25.4,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],141597.0,132,1
902163,,25,-23.000828,-43.365352,2025-02-20 11:59:08,7.7,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],151626.0,289,1
902168,SRM2J21,25,-22.855221,-43.252153,2025-02-20 12:38:46,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],9609.0, ,0
902140,,10,-23.006156,-43.555046,2025-02-20 12:43:16,49.4,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],131466.9,103,1
902159,,15,-22.993829,-43.59659,2025-02-20 12:38:13,0.0,,ida,15 - CURRAL FALSO X ALVORADA [IDA],151814.4, ,1
902484,,67,-22.920291,-43.607968,2025-02-18 05:21:58,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],0.1, ,0
902468,,67,-22.90114,-43.553188,2025-02-20 12:42:54,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],2300.9,60,1
902475,,68,-22.848534,-43.396335,2025-02-20 11:55:28,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],846.8,101,0
902466,,67,-22.886638,-43.520596,2025-02-20 12:43:11,21.3,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],2735.7,28,1
902464,,68,-22.868949,-43.417513,2025-02-20 12:43:08,37.6,,ida,68 - BANGU X TERMINAL DEODORO [IDA],41390.9,95,1
902462,,68,-22.848453,-43.396533,2025-02-20 12:14:19,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],949.0,96,0
902157,,18,-23.003498,-43.425422,2025-02-20 12:42:47,0.0,,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],124283.0,69,1
902478,,68,-22.853653,-43.383781,2025-02-20 12:43:07,0.0,,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],1387.1,278,0
902463,,68,-22.88603,-43.225706,2025-02-20 12:43:07,7.8,,ida,68 - BANGU X TERMINAL DEODORO [IDA],796.5,143,1
902481,,67,-22.920751,-43.608314,2025-02-20 12:37:45,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],38.6,17,0
902472,,67,-22.901654,-43.555009,2025-02-20 12:43:00,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],2686.8,250,1
902471,,67,-22.919055,-43.607273,2025-02-20 12:33:04,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],2238.1,172,0
902474,,67,-22.901735,-43.553654,2025-02-20 12:43:16,16.1,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],2537.1,253,1
902241,,10,-22.91895,-43.607612,2025-02-20 12:27:08,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],27653.6,93,0
902467,,67,-22.920269,-43.607547,2025-02-20 12:38:49,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],1881.3,354,0
902121,SQX3F57,12,-22.920221,-43.60753,2025-02-20 12:43:16,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],88647.8, ,1
902195,,18,-23.006783,-43.313394,2025-02-20 11:48:21,0.0,,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],109830.6,93,0
902194,,12,-22.964994,-43.391894,2025-02-20 12:40:54,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],131928.2, ,0
902199,,12,-23.000918,-43.367995,2025-02-20 12:43:16,20.4,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],129418.0,294,1
902178,,12,-23.002532,-43.366229,2025-02-20 11:51:16,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],114326.9, ,0
902186,,12,-23.01033,-43.538028,2025-02-20 12:43:11,60.5,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],128308.2,287,1
902190,,18,-23.006681,-43.314121,2025-02-20 12:22:40,0.0,,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],154366.0,98,0
902171,,18,-23.006569,-43.314473,2025-02-20 12:33:18,0.0,,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],9886.8, ,0
902198,,25,-23.000782,-43.366165,2025-02-20 12:43:16,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],0.0, ,1
902368,,60,-22.898782,-43.210937,2025-02-20 12:43:12,0.0,,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],3587.3,316,1
902218,,13,-23.00988,-43.448328,2025-02-20 12:43:08,0.1,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],118679.0,77,1
902323,,60,-22.898042,-43.211775,2025-02-20 12:42:48,0.0,,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],4467.2,300,1
902457,,68,-22.853479,-43.384155,2025-02-20 12:41:24,0.0,,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],1755.8,253,1
902477,,68,-22.848064,-43.396479,2025-02-18 01:21:44,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],0.5,62,0
902485,,67,-22.855069,-43.487353,2025-02-20 12:43:05,57.7,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],2164.5,87,1
902175,,25,-23.011954,-43.531479,2025-02-20 12:42:47,59.8,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],128336.7,121,1
902193,,18,-23.017047,-43.477269,2025-02-20 12:43:14,9.2,,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],129721.0,247,1
902200,,22,-23.002647,-43.36596,2025-02-20 12:17:50,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],127752.4,234,0
902204,,25,-23.009885,-43.448137,2025-02-20 12:43:05,7.5,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],147350.0,90,1
902207,,13,-23.002524,-43.366615,2025-02-20 12:43:01,0.0,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],29307.9, ,1
902227,,13,-23.000229,-43.367198,2025-02-20 12:43:04,24.7,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],136138.6,286,1
902224,,10,-23.000815,-43.36638,2025-02-20 12:43:07,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],118854.7,45,1
902251,,12,-22.972265,-43.401623,2025-02-20 12:36:58,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],70754.5, ,0
902222,,10,-22.920599,-43.607628,2025-02-20 12:28:27,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],137742.3, ,0
902209,,13,-23.002527,-43.366367,2025-02-20 12:30:13,0.0,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],91228.5, ,0
902250,,22,-23.006675,-43.313621,2025-02-20 12:43:13,22.8,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],100459.4,94,1
902221,,25,-22.992917,-43.597521,2025-02-20 12:43:06,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],103640.9,40,1
902217,,15,-23.007448,-43.439042,2025-02-20 12:43:12,53.1,,ida,15 - CURRAL FALSO X ALVORADA [IDA],131267.1,72,1
902265,,18,-22.920391,-43.60787,2025-02-18 05:21:13,0.0,,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],0.0, ,0
902274,,10,-23.000687,-43.365826,2025-02-20 12:43:10,31.4,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],101727.4,89,1
902212,,13,-23.002234,-43.366282,2025-02-20 12:18:49,0.0,,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],138700.5,221,0
902154,SQX3F84,15,-23.00063,-43.366878,2025-02-20 12:43:09,20.4,,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],0.0,205,1
